W,L,qp,qr,seed,v_ref,r_robot,mean_speed,speed_count,mean_density,inflow_ped,outflow_ped,flow_ratio
2.1,50.0,60.0,0.0,11,1.39,0.48,1.0384995908170935,46434,0.4606547619047672,240,242,1.0083333333333333
2.1,50.0,60.0,0.0,19,1.39,0.48,1.0111379094512407,47930,0.475496031746029,240,238,0.9916666666666668
2.1,50.0,60.0,0.0,27,1.39,0.48,1.031433832137847,46979,0.4660615079365057,240,243,1.0125
2.4,50.0,10.0,0.0,5,1.39,0.48,1.3412275700150644,5963,0.0517621527777782,40,40,1.0
2.4,50.0,10.0,0.0,13,1.39,0.48,1.313162074554334,6170,0.0535590277777788,40,40,1.0
2.4,50.0,10.0,0.0,21,1.39,0.48,1.3203895891308215,6109,0.0530295138888897,40,40,1.0
2.4,50.0,10.0,0.0,29,1.39,0.48,1.3350641658440614,6078,0.0527604166666675,40,41,1.025
2.4,50.0,20.0,0.0,7,1.39,0.48,1.2827005156683216,12605,0.1094184027777782,80,84,1.05
2.4,50.0,20.0,0.0,15,1.39,0.48,1.3085179192621816,12361,0.1073003472222211,80,80,1.0
2.4,50.0,20.0,0.0,23,1.39,0.48,1.2796995058185838,12546,0.1089062499999991,80,81,1.0125
2.4,50.0,30.0,0.0,1,1.39,0.48,1.239325099478083,19351,0.1679774305555559,120,123,1.025
2.4,50.0,30.0,0.0,9,1.39,0.48,1.2467245580383086,19289,0.1674392361111121,120,120,1.0
2.4,50.0,30.0,0.0,17,1.39,0.48,1.2964789713367426,18665,0.1620225694444441,120,120,1.0
2.4,50.0,30.0,0.0,25,1.39,0.48,1.253996339869242,19125,0.1660156250000004,120,122,1.0166666666666666
2.4,50.0,40.0,0.0,3,1.39,0.48,1.2392803903488097,26028,0.2259375000000002,160,162,1.0125
2.4,50.0,40.0,0.0,11,1.39,0.48,1.215498669465128,26681,0.2316059027777789,160,159,0.99375
2.4,50.0,40.0,0.0,19,1.39,0.48,1.261622729935532,25605,0.222265625,160,158,0.9875
2.4,50.0,40.0,0.0,27,1.39,0.48,1.206255666364468,26472,0.2297916666666652,160,162,1.0125
2.4,50.0,50.0,0.0,5,1.39,0.48,1.1882145511847348,33633,0.2919531250000005,200,198,0.99
2.4,50.0,50.0,0.0,13,1.39,0.48,1.1733341080093194,34423,0.2988107638888896,200,195,0.975
2.4,50.0,50.0,0.0,21,1.39,0.48,1.1763888078425828,34274,0.29751736111111,200,196,0.98
2.4,50.0,50.0,0.0,29,1.39,0.48,1.190935314162768,33454,0.290399305555554,200,200,1.0
2.4,50.0,60.0,0.0,7,1.39,0.48,1.1297299186728098,42913,0.3725086805555553,240,240,1.0
2.4,50.0,60.0,0.0,15,1.39,0.48,1.1441129380182298,41722,0.3621701388888884,240,235,0.9791666666666666
2.4,50.0,60.0,0.0,23,1.39,0.48,1.1133823731926216,43570,0.378211805555555,240,240,1.0
2.7,50.0,10.0,0.0,1,1.39,0.48,1.312300386348961,6212,0.0479320987654332,40,40,1.0
2.7,50.0,10.0,0.0,9,1.39,0.48,1.3308342932367392,6077,0.0468904320987664,40,40,1.0
2.7,50.0,10.0,0.0,17,1.39,0.48,1.312700098007196,6122,0.0472376543209887,40,40,1.0
2.7,50.0,10.0,0.0,25,1.39,0.48,1.3019469598964386,6184,0.0477160493827171,40,41,1.025
2.7,50.0,20.0,0.0,3,1.39,0.48,1.2973642405575985,12338,0.095200617283949,80,81,1.0125
2.7,50.0,20.0,0.0,11,1.39,0.48,1.335040198922364,12065,0.0930941358024682,80,81,1.0125
2.7,50.0,20.0,0.0,19,1.39,0.48,1.3013955193482258,12275,0.0947145061728382,80,82,1.025
2.7,50.0,20.0,0.0,27,1.39,0.48,1.3404989172081114,12006,0.0926388888888882,80,79,0.9875
2.7,50.0,30.0,0.0,5,1.39,0.48,1.3000922709509677,18424,0.1421604938271597,120,121,1.0083333333333333
2.7,50.0,30.0,0.0,13,1.39,0.48,1.2429180362080343,19167,0.1478935185185169,120,119,0.9916666666666668
2.7,50.0,30.0,0.0,21,1.39,0.48,1.2492959495112204,19331,0.1491589506172829,120,120,1.0
2.7,50.0,30.0,0.0,29,1.39,0.48,1.276340036174074,18798,0.1450462962962946,120,124,1.0333333333333334
2.7,50.0,40.0,0.0,7,1.39,0.48,1.196376077227505,27037,0.2086188271604933,160,161,1.00625
2.7,50.0,40.0,0.0,15,1.39,0.48,1.2623729746736343,25428,0.1962037037037036,160,161,1.00625
2.7,50.0,40.0,0.0,23,1.39,0.48,1.216737352317549,26408,0.2037654320987638,160,162,1.0125
2.7,50.0,50.0,0.0,1,1.39,0.48,1.2010565440649017,33496,0.2584567901234571,200,199,0.995
2.7,50.0,50.0,0.0,9,1.39,0.48,1.1920818542496363,33523,0.2586651234567897,200,194,0.97
2.7,50.0,50.0,0.0,17,1.39,0.48,1.1988139821465846,33271,0.2567206790123458,200,198,0.99
2.7,50.0,50.0,0.0,25,1.39,0.48,1.173514854374572,34266,0.2643981481481498,200,203,1.015
2.7,50.0,60.0,0.0,3,1.39,0.48,1.1833754246047448,40626,0.3134722222222232,240,243,1.0125
